geneID	baseMean	log2FC_Vs-VS	log2FC_vs-Vs	log2FC_vs-VS	log2FC_vs-vS	log2FC_vS-Vs	log2FC_vS-VS	padj_Vs-VS	padj_vs-Vs	padj_vs-VS	padj_vs-vS	padj_vS-Vs	padj_vS-VS
AT3G51260	1213.764563	-0.007319159	0.032040658	0.0247215	0.118060036	-0.086019378	-0.093338537	1	0.697213318	0.771943828	0.137484504	0.315171181	0.279619629
AT3G51270	298.7275731	0.072515751	-1.040318477	-0.967802726	-0.687195102	-0.353123375	-0.280607624	1	1.09E-19	1.13E-16	7.81E-09	0.003772639	0.02757268
AT3G51280	231.6684288	0.123008976	0.227401945	0.350410921	-0.279722239	0.507124184	0.63013316	1	0.210177	0.050600504	0.128150226	0.005122191	0.000510576
AT3G51290	73.00837924	-0.077248759	-1.627762465	-1.705011224	-1.100162278	-0.527600187	-0.604848946	1	9.33E-19	5.58E-20	1.39E-08	0.003772689	0.000982867
AT3G51310	810.3385624	-0.031533146	-0.042493739	-0.074026885	0.256999514	-0.299493253	-0.331026399	1	0.605164439	0.360917546	0.00073861	0.000112291	2.29E-05
AT3G51320	99.34269066	0.300681028	-0.567268539	-0.266587511	-0.89681125	0.329542711	0.630223739	1	0.000440641	0.134091722	1.02E-08	0.050936727	0.000190287
AT3G51330	356.0724991	0.136734572	-1.972221015	-1.835486443	-1.270903722	-0.701317293	-0.564582721	1	5.46E-49	9.78E-42	4.91E-20	1.95E-07	4.79E-05
AT3G51340	37.55477242	0.221585483	-0.772929596	-0.551344113	-1.314684903	0.541755308	0.763340791	1	0.001554171	0.034877607	1.54E-08	0.024598085	0.00208229
AT3G51350	72.52554899	0.221803113	-3.48163661	-3.259833498	-1.980908852	-1.500727758	-1.278924645	1	5.55E-49	7.02E-42	8.09E-15	1.46E-15	5.49E-11
AT3G51370	1109.194968	0.033238328	0.031593366	0.064831695	-0.002378809	0.033972176	0.067210504	1	0.721140473	0.453820967	0.982504849	0.739176996	0.482469816
AT3G51390	233.14103	0.05951534	0.002879153	0.062394493	-0.143040504	0.145919657	0.205434997	1	0.981709722	0.615340323	0.217704175	0.23441339	0.093527792
AT3G51400	23.07150934	0.054388028	0.493106643	0.547494671	-1.172114302	1.665220945	1.719608973	1	0.148280625	0.119240603	6.93E-05	1.31E-07	1.53E-07
AT3G51420	445.3250829	-0.068612604	-0.544557682	-0.613170285	-0.643212672	0.098654991	0.030042387	1	9.19E-09	1.42E-10	1.13E-11	0.380340264	0.811179439
AT3G51430	283.041848	-0.134970714	1.247213717	1.112243002	1.109555558	0.137658159	0.002687444	1	8.19E-22	2.88E-17	1.45E-17	0.407834567	0.989955466
AT3G51440	79.00564953	0.334613541	-0.871113736	-0.536500196	-0.061495312	-0.809618424	-0.475004884	1	2.79E-05	0.014856839	0.82354489	0.000220665	0.046316724
AT3G51450	149.8152143	-0.277659812	-0.321957396	-0.599617207	-0.363958974	0.042001578	-0.235658234	1	0.126432829	0.003160373	0.093421037	0.878259459	0.315871918
AT3G51460	946.7740218	-0.016164718	0.099762201	0.083597483	0.342624092	-0.242861891	-0.259026608	1	0.172481374	0.267916776	1.01E-06	0.001057781	0.000558359
AT3G51470	70.38287852	0.051415816	-0.596152117	-0.544736301	-0.017043098	-0.579109019	-0.527693203	1	0.011341877	0.023815641	0.956319392	0.021642789	0.042187917
AT3G51480	83.96295013	-0.065212481	0.13980576	0.074593279	0.073542526	0.066263234	0.001050753	1	0.455340451	0.709961132	0.721872873	0.771988534	0.996974296
AT3G51500	233.2646992	-0.079643207	0.85307841	0.773435203	0.212438818	0.640639592	0.560996385	1	4.51E-11	4.72E-09	0.126385829	3.03E-06	7.08E-05
AT3G51510	769.3963584	-0.05400484	-0.355459306	-0.409464146	-0.133757549	-0.221701757	-0.275706597	1	8.36E-05	6.37E-06	0.184526884	0.02434956	0.004707365
AT3G51520	222.5821135	-0.071789857	0.008403928	-0.063385929	0.270679807	-0.262275879	-0.334065736	1	0.959040047	0.689879909	0.067056697	0.090280278	0.029357422
AT3G51530	101.7659455	0.093829977	0.063394666	0.157224642	-0.140787231	0.204181897	0.298011873	1	0.728567436	0.383062428	0.43609588	0.271834565	0.108256998
AT3G51540	41.23093691	-0.009867005	0.098296829	0.088429824	0.179190673	-0.080893844	-0.090760848	1	0.699418703	0.74007125	0.492542847	0.791778709	0.766990772
AT3G51550	4916.343235	-0.051947764	0.331634773	0.279687009	0.462170081	-0.130535308	-0.182483071	1	4.14E-06	0.000123244	1.80E-10	0.110551185	0.021731227
AT3G51580	368.1567554	0.05229689	-0.034893926	0.017402964	-0.097930157	0.063036231	0.115333121	1	0.759508117	0.887693002	0.383897362	0.615157485	0.335811127
AT3G51600	6494.644137	-0.144519267	0.205184969	0.060665702	-0.420681067	0.625866036	0.481346769	1	0.172643723	0.712911082	0.004570292	1.96E-05	0.001356156
AT3G51610	257.9880056	-0.045690168	0.241588484	0.195898316	0.091892499	0.149695984	0.104005817	1	0.037749262	0.103737248	0.479636892	0.258973451	0.461028717
AT3G51620	759.1915423	-0.078688822	1.375935234	1.297246412	0.905855522	0.470079712	0.39139089	1	6.50E-59	3.14E-51	5.02E-27	3.53E-07	3.75E-05
AT3G51640	389.3645159	0.05296364	0.32998681	0.382950451	0.001137399	0.328849411	0.381813051	1	0.000571646	8.90E-05	0.993389289	0.001164633	0.000209052
AT3G51650	288.7182158	0.170049013	0.056661852	0.226710865	-0.108890923	0.165552774	0.335601787	1	0.660360604	0.062762575	0.400589484	0.206901501	0.007793951
AT3G51660	103.1293963	0.238230981	-0.634363495	-0.396132514	-0.716409582	0.082046086	0.320277068	1	0.003090936	0.079952573	0.001005762	0.766036302	0.189600504
AT3G51670	1399.709925	0.018275146	0.939207782	0.957482928	0.999339486	-0.060131704	-0.041856558	1	1.17E-11	5.54E-12	1.06E-12	0.74842261	0.826117948
