gene	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT1G05207	17	10	21	11	15	11
AT1G05210	72	45	39	31	41	30
AT1G05213	3	11	10	3	13	5
AT1G05217	0	0	0	0	0	0
AT1G05220	0	1	0	5	4	0
AT1G05223	0	0	0	0	0	0
AT1G05227	0	0	0	0	0	0
AT1G05230	267	310	310	263	307	280
AT1G05233	0	0	0	0	0	0
AT1G05237	0	0	0	0	0	0
AT1G05240	0	0	0	0	0	1
AT1G05243	3	0	0	0	1	0
AT1G05247	0	0	0	0	0	0
AT1G05250	0	0	1	0	0	0
AT1G05253	12	6	15	19	21	15
AT1G05257	0	0	0	0	1	0
AT1G05260	0	0	0	0	0	0
AT1G05263	0	0	0	0	0	0
AT1G05267	0	0	0	1	0	0
AT1G05270	510	534	562	499	639	558
AT1G05273	2952	1170	1096	1309	1479	1024
AT1G05277	3	0	2	0	3	0
AT1G05280	0	0	0	0	0	0
AT1G05283	0	0	0	0	0	0
AT1G05287	0	0	0	1	0	0
AT1G05290	0	0	0	0	0	0
AT1G05291	0	0	0	0	0	0
AT1G05293	0	0	0	0	0	0
AT1G05297	1	0	0	0	0	0
AT1G05300	49	40	49	60	92	106
AT1G05303	0	0	0	0	0	0
AT1G05307	0	0	0	0	0	0
AT1G05310	119	135	118	63	85	72
AT1G05313	0	0	0	0	0	0
AT1G05317	0	0	0	0	0	0
AT1G05320	577	585	631	522	710	672
AT1G05323	0	0	0	0	0	0
AT1G05327	0	0	2	0	0	0
AT1G05330	2	3	2	0	0	0
AT1G05333	1	1	0	0	0	0
AT1G05337	2	1	1	1	0	0
AT1G05340	4	4	6	5	5	4
AT1G05343	0	0	0	0	0	0
AT1G05347	11	7	9	6	10	4
AT1G05350	220	287	297	179	193	198
AT1G05353	0	0	0	0	0	1
AT1G05357	1	0	0	1	1	0
AT1G05360	221	220	252	180	230	172
AT1G05363	0	0	0	0	0	0
AT1G05367	0	0	0	0	0	0
AT1G05370	24	15	26	12	7	12
AT1G05373	0	0	0	0	0	0
AT1G05377	0	0	0	0	0	0
AT1G05380	958	1237	1269	790	1099	1044
AT1G05383	0	0	0	0	0	0
AT1G05385	850	852	1059	878	1013	867
AT1G05387	0	0	0	0	0	0
AT1G05390	0	0	0	0	0	0
AT1G05397	0	0	0	0	0	0
AT1G05400	2	3	5	3	2	5
AT1G05407	0	0	0	0	0	0
AT1G05410	336	343	371	289	350	281
AT1G05413	0	0	0	0	0	0
AT1G05417	0	0	0	0	0	0
AT1G05420	6	6	11	3	6	1
AT1G05423	0	0	0	0	0	0
AT1G05427	0	0	0	0	0	0
AT1G05430	658	552	501	502	554	529
AT1G05433	0	0	0	0	0	0
AT1G05440	26	23	18	6	9	8
AT1G05443	0	0	0	0	0	0
AT1G05447	0	0	0	0	0	0
AT1G05450	0	0	0	0	0	0
AT1G05453	3	4	3	5	7	4
AT1G05460	377	452	446	339	445	424
AT1G05463	0	0	0	0	0	0
AT1G05467	0	1	0	7	4	2
AT1G05470	488	444	491	416	497	357
AT1G05473	0	0	0	0	0	0
AT1G05477	0	0	0	0	0	0
AT1G05483	1	0	0	0	0	0
AT1G05487	0	0	1	0	0	0
AT1G05490	14	12	17	25	33	23
AT1G05493	0	0	1	0	0	0
AT1G05497	0	0	0	0	0	0
AT1G05500	1028	1116	1254	895	1160	906
AT1G05507	0	0	0	0	0	0
AT1G05510	0	0	0	0	0	0
AT1G05517	0	0	0	0	0	1
AT1G05520	566	666	781	591	726	744
AT1G05523	6	11	19	25	9	10
AT1G05527	0	0	0	0	0	0
AT1G05530	5	6	3	1	3	3
AT1G05533	0	0	0	0	0	0
AT1G05537	0	0	0	0	0	0
AT1G05540	69	85	84	62	86	86
AT1G05543	0	0	0	0	0	0
AT1G05547	0	0	0	0	0	0
AT1G05550	4	5	3	20	24	22
AT1G05553	0	0	1	1	0	0
AT1G05557	6	5	1	10	12	13
AT1G05560	440	484	596	439	624	562
AT1G05562	340	420	483	502	671	680
AT1G05563	0	0	0	0	0	0
AT1G05567	0	0	0	0	0	0
AT1G05570	285	429	497	578	916	845
AT1G05575	1	2	1	1	4	5
AT1G05577	0	0	0	0	0	0
AT1G05580	0	0	0	0	0	0
AT1G05583	0	0	0	0	0	0
AT1G05587	0	0	0	0	0	0
AT1G05590	495	522	551	409	535	434
AT1G05593	0	0	0	0	0	0
AT1G05597	0	0	0	0	0	0
AT1G05600	207	291	284	190	240	201
AT1G05603	0	0	0	0	0	0
AT1G05607	0	0	0	0	0	0
AT1G05610	23	21	15	13	23	19
AT1G05613	0	0	0	0	0	0
AT1G05615	0	0	0	0	0	0
AT1G05617	0	0	0	0	0	0
AT1G05620	85	104	91	68	81	66
AT1G05623	0	0	0	0	0	0
AT1G05627	0	0	0	0	0	0
AT1G05630	382	420	355	460	525	421
AT1G05633	0	0	0	0	0	0
AT1G05637	0	0	0	0	0	0
AT1G05640	68	48	63	43	55	58
AT1G05643	0	0	0	0	0	0
AT1G05647	0	0	0	0	0	0
AT1G05650	0	0	0	0	0	0
AT1G05653	0	0	0	0	0	0
AT1G05657	0	0	0	0	0	0
AT1G05660	0	0	0	0	0	0
AT1G05663	0	0	0	0	0	0
AT1G05667	0	0	0	0	0	0
AT1G05670	233	298	336	258	304	266
AT1G05673	0	0	0	0	0	0
AT1G05675	0	0	4	3	4	7
AT1G05680	4	1	3	9	7	2
AT1G05683	0	0	0	0	0	0
AT1G05687	2	4	5	0	2	0
AT1G05690	58	62	58	66	125	98
AT1G05693	0	0	0	0	0	0
AT1G05697	0	0	0	0	0	0
AT1G05700	0	0	0	0	1	0
AT1G05703	1	0	0	0	0	0
AT1G05707	1	3	0	1	0	0
AT1G05710	17	17	29	26	17	22
AT1G05713	0	0	0	0	0	0
AT1G05717	0	0	0	0	0	0
AT1G05720	305	275	277	281	258	212
AT1G05723	0	0	0	0	1	0
AT1G05727	0	0	0	0	0	0
AT1G05730	6	6	7	6	15	6
AT1G05733	0	0	3	1	2	0
AT1G05737	0	0	0	0	0	0
AT1G05740	0	0	0	0	0	0
AT1G05747	0	0	0	0	0	0
AT1G05750	138	157	147	178	192	177
AT1G05753	0	1	1	1	0	3
AT1G05757	0	0	0	0	0	0
AT1G05760	62	71	60	37	47	37
AT1G05763	1	0	1	0	2	0
AT1G05767	0	0	0	0	0	0
AT1G05770	9	15	12	5	16	11
AT1G05773	1	1	1	2	0	2
AT1G05777	0	0	0	0	1	2
AT1G05780	86	82	80	101	100	70
AT1G05783	6	3	12	13	16	18
AT1G05785	31	50	74	45	64	43
AT1G05787	0	0	0	0	0	0
AT1G05790	380	474	511	633	708	694
AT1G05793	0	0	0	0	0	0
AT1G05797	0	0	0	0	0	0
AT1G05800	0	0	0	0	0	0
AT1G05803	0	0	0	0	0	0
AT1G05805	531	691	799	707	837	804
AT1G05807	0	0	0	0	0	0
AT1G05810	123	136	114	112	128	116
AT1G05813	0	0	0	0	0	0
AT1G05817	0	0	0	0	0	0
AT1G05820	90	74	60	103	102	114
AT1G05823	0	0	0	0	0	0
AT1G05827	0	0	0	0	0	0
AT1G05830	1074	1255	1191	1097	1343	1138
AT1G05833	2	0	2	0	1	0
AT1G05835	25	24	33	4	12	8
AT1G05837	2	0	1	4	1	1
AT1G05840	396	457	624	389	579	504
AT1G05843	0	0	0	1	0	0
AT1G05847	0	0	0	0	0	0
AT1G05850	16189	17586	15597	14223	16779	14973
AT1G05853	17	4	2	6	7	3
AT1G05857	0	0	0	0	0	0
AT1G05860	253	327	324	275	320	274
AT1G05863	0	0	0	0	0	0
AT1G05867	0	0	0	0	0	0
AT1G05870	393	333	473	490	595	555
AT1G05873	0	1	2	0	2	6
AT1G05880	0	0	0	0	0	0
AT1G05887	0	0	0	0	0	1
AT1G05890	884	978	1063	1069	1263	1068
AT1G05893	0	0	0	0	0	0
AT1G05894	3	2	10	7	8	6
AT1G05897	0	0	0	0	1	0
AT1G05900	283	285	377	410	491	454
AT1G05903	0	0	0	0	0	0
AT1G05907	0	0	0	0	0	0
AT1G05910	548	574	636	496	623	540
AT1G05913	42	27	32	22	7	13
AT1G05917	0	0	0	0	0	0
AT1G05920	0	0	0	0	0	0
AT1G05927	46	38	63	32	38	24
AT1G05930	0	0	0	0	0	0
AT1G05933	0	1	3	0	2	0
AT1G05937	0	1	1	0	1	0
AT1G05940	596	782	790	755	870	868
AT1G05943	0	0	0	0	0	0
AT1G05947	0	0	0	0	0	0
AT1G05950	58	84	77	42	83	46
AT1G05953	0	0	0	0	0	0
AT1G05957	0	0	0	0	0	0
AT1G05960	989	1071	1244	1231	1593	1432
AT1G05963	0	0	0	1	0	0
AT1G05967	0	0	0	0	0	0
AT1G05970	67	56	65	58	63	44
AT1G05973	4	1	1	3	2	0
AT1G05977	1	1	5	4	0	5
AT1G05980	0	0	0	0	0	0
AT1G05983	0	1	0	1	2	0
AT1G05987	0	0	0	0	0	0
AT1G05990	0	0	0	0	0	0
AT1G05993	0	0	0	0	0	0
AT1G05997	2	9	3	4	7	3
AT1G06000	189	152	142	87	94	75
AT1G06002	80	83	51	98	116	117
AT1G06003	0	2	3	0	1	0
AT1G06007	0	0	0	0	0	0
AT1G06010	236	183	107	135	179	133
AT1G06013	0	0	0	0	0	0
AT1G06017	0	0	0	0	0	2
AT1G06020	4	2	2	7	9	8
AT1G06023	0	0	0	0	0	0
AT1G06027	0	0	0	0	0	0
AT1G06030	1	1	0	0	2	0
AT1G06033	31	8	16	10	18	16
AT1G06037	0	0	0	0	0	0
AT1G06040	2306	2576	3410	2225	2771	2423
AT1G06043	0	0	0	0	0	0
AT1G06045	6	3	13	4	1	3
AT1G06047	0	0	0	0	0	0
AT1G06050	76	102	87	77	103	75
AT1G06053	0	0	0	0	1	0
AT1G06057	0	0	0	0	0	0
AT1G06060	482	518	482	571	653	537
AT1G06063	0	0	0	0	0	0
AT1G06067	0	0	0	0	0	0
AT1G06070	418	378	438	342	405	344
AT1G06073	0	0	0	0	0	0
AT1G06080	290	252	267	61	90	63
AT1G06083	0	0	0	0	1	0
AT1G06087	3	0	1	6	2	1
AT1G06090	7	7	11	1	6	4
AT1G06093	0	0	0	0	0	0
AT1G06097	0	0	0	0	0	0
AT1G06100	0	0	0	0	0	0
AT1G06103	0	0	0	0	0	0
AT1G06110	456	474	629	393	537	473
AT1G06113	0	0	0	0	0	0
AT1G06117	0	0	0	0	0	0
AT1G06120	0	0	0	0	1	0
AT1G06123	0	0	0	0	0	0
AT1G06127	0	0	0	0	0	0
AT1G06130	377	444	451	376	403	361
AT1G06133	0	0	0	0	0	0
AT1G06135	0	0	0	0	0	0
AT1G06137	0	0	0	0	0	0
AT1G06140	21	11	21	27	32	38
AT1G06143	140	169	139	120	139	119
AT1G06147	0	0	0	0	0	0
AT1G06148	1	2	8	6	9	2
AT1G06150	631	693	830	2008	2819	2355
AT1G06153	0	0	0	0	0	0
AT1G06157	0	0	0	0	0	0
AT1G06160	13	12	2	19	13	12
AT1G06163	0	0	0	0	0	0
AT1G06170	14	16	5	11	13	12
AT1G06173	1	1	1	0	0	0
AT1G06177	23	22	15	40	37	27
AT1G06180	16	14	21	11	33	24
AT1G06187	0	0	0	0	0	0
AT1G06190	3744	3436	3055	2349	2760	2252
AT1G06197	0	0	0	0	0	0
AT1G06200	767	827	761	712	798	684
AT1G06203	0	0	0	0	0	0
AT1G06207	0	0	0	0	0	0
AT1G06210	561	575	576	433	557	481
AT1G06213	0	0	1	1	1	0
AT1G06217	0	0	0	0	0	0
AT1G06220	2108	2321	2198	1457	1920	1712
AT1G06225	0	0	0	0	0	0
AT1G06227	1	0	0	1	0	0
AT1G06230	1223	1317	1178	1071	1304	1240
AT1G06233	2	7	3	2	1	0
AT1G06237	0	0	0	0	0	0
AT1G06240	156	216	229	164	202	193
AT1G06243	0	0	0	0	0	0
AT1G06247	0	0	0	0	0	0
AT1G06250	2	4	4	7	6	4
AT1G06253	109	0	42	36	48	42
AT1G06257	1	3	4	3	1	1
AT1G06260	1	0	3	1	1	0
AT1G06263	0	0	0	0	0	0
AT1G06265	88	135	144	152	207	168
AT1G06267	0	0	0	0	0	0
AT1G06270	102	91	81	81	105	101
AT1G06273	0	0	0	0	0	0
AT1G06277	0	0	0	0	0	0
AT1G06280	0	0	0	0	0	0
AT1G06283	0	83	0	36	48	42
AT1G06287	0	0	0	0	0	0
AT1G06290	1557	1706	1701	1552	1658	1419
AT1G06293	0	0	0	0	0	0
AT1G06297	0	0	0	0	0	0
AT1G06303	0	0	0	0	0	0
AT1G06307	0	0	0	0	0	0
AT1G06310	0	1	0	0	0	1
AT1G06313	0	0	0	1	2	0
AT1G06317	0	0	0	0	0	0
AT1G06320	0	0	0	0	0	0
AT1G06323	0	0	0	0	0	0
AT1G06327	0	0	0	0	0	0
AT1G06330	0	0	0	0	0	0
AT1G06333	0	0	0	0	0	0
AT1G06337	0	0	0	0	0	1
AT1G06340	0	2	2	0	0	1
AT1G06343	0	0	0	0	0	0
AT1G06347	0	0	0	0	0	0
AT1G06350	8	4	4	0	1	1
AT1G06353	0	0	0	0	0	0
AT1G06357	0	0	0	0	0	0
AT1G06360	964	523	484	327	323	135
AT1G06363	0	0	0	0	0	0
AT1G06373	0	0	0	0	0	0
AT1G06377	0	0	0	0	0	0
AT1G06380	165	149	133	118	189	140
AT1G06383	0	0	0	0	0	0
AT1G06387	0	0	0	0	0	0
AT1G06390	847	925	1091	777	848	754
AT1G06393	0	0	0	0	0	0
AT1G06397	0	0	0	0	0	0
AT1G06400	481	620	607	485	610	540
AT1G06403	0	0	0	0	0	0
AT1G06407	0	0	0	0	0	0
AT1G06410	2503	3407	3855	3256	4390	3904
AT1G06413	0	0	0	0	0	0
AT1G06417	0	0	0	0	0	0
AT1G06420	3	2	4	5	2	7
AT1G06423	5	2	11	12	9	7
AT1G06427	0	0	0	0	0	0
AT1G06430	2369	2443	3850	3818	4198	3400
AT1G06433	0	0	0	0	0	0
AT1G06437	0	0	0	0	0	0
AT1G06440	34	30	30	30	37	34
AT1G06443	0	1	0	0	0	0
AT1G06447	2	1	0	0	0	0
AT1G06450	63	52	59	42	54	50
AT1G06453	318	104	74	119	139	95
AT1G06457	14	9	4	5	8	7
AT1G06460	3317	4018	4847	3712	4577	4714
AT1G06463	308	187	156	159	182	120
AT1G06467	0	0	0	0	0	0
AT1G06470	841	898	1181	931	1051	999
AT1G06473	5	12	8	11	10	11
AT1G06475	15	20	11	12	7	9
AT1G06480	0	0	0	0	0	0
AT1G06483	0	0	0	0	0	0
AT1G06487	0	0	0	0	0	0
AT1G06490	360	398	362	192	221	213
AT1G06493	0	0	0	0	0	0
AT1G06497	1	0	0	0	0	0
AT1G06500	151	152	144	144	183	188
AT1G06507	0	0	0	0	0	0
AT1G06510	511	494	510	389	458	366
AT1G06513	0	0	0	1	0	0
AT1G06515	176	169	210	127	145	122
AT1G06517	0	1	0	0	0	0
AT1G06520	21	8	20	27	31	37
AT1G06523	0	0	0	0	0	1
AT1G06527	0	0	0	0	0	0
AT1G06530	536	534	517	388	544	445
AT1G06533	0	0	0	0	0	0
AT1G06537	125	75	26	61	55	59
AT1G06540	17	27	37	8	17	15
AT1G06543	0	0	0	0	0	0
AT1G06547	0	0	0	0	0	0
AT1G06550	557	504	531	1167	1449	1128
AT1G06553	13	19	11	13	26	17
AT1G06557	0	0	0	0	0	0
AT1G06560	293	349	285	216	200	218
AT1G06567	0	0	0	0	0	0
AT1G06570	636	570	618	736	911	639
AT1G06573	5	5	11	8	3	4
AT1G06577	3	0	0	0	0	3
AT1G06580	67	94	86	64	83	92
AT1G06583	1	4	3	2	0	1
AT1G06587	47	46	27	36	27	30
AT1G06590	157	156	131	124	159	114
AT1G06593	0	0	0	1	0	2
AT1G06597	0	0	0	0	0	0
AT1G06603	0	0	0	0	0	0
AT1G06607	0	0	0	0	0	0
AT1G06610	0	0	0	0	0	0
AT1G06613	0	0	0	0	0	0
AT1G06617	0	0	0	0	0	0
AT1G06620	12	5	7	12	13	11
AT1G06623	0	0	0	0	0	0
AT1G06627	0	0	0	0	0	0
AT1G06630	207	223	290	198	196	237
AT1G06633	0	0	0	0	0	0
AT1G06637	0	0	0	0	0	0
AT1G06640	514	583	568	525	544	433
AT1G06643	0	0	0	0	0	0
AT1G06645	245	264	344	361	446	403
AT1G06650	1348	1550	1946	1663	2039	1820
AT1G06653	0	0	0	0	0	0
AT1G06657	0	0	0	0	0	0
AT1G06660	18	19	28	19	12	11
AT1G06663	0	0	0	0	0	0
AT1G06667	0	0	0	0	0	0
AT1G06670	2241	2421	2052	1671	2317	2097
AT1G06673	0	0	0	0	0	0
AT1G06677	2	0	0	0	1	0
AT1G06680	70159	70225	80184	63120	76048	65094
AT1G06683	0	0	0	0	0	0
AT1G06687	2	1	0	1	0	1
AT1G06690	903	936	1195	1042	1141	941
AT1G06693	0	0	0	1	0	0
AT1G06697	0	0	0	0	0	0
AT1G06700	990	1118	1247	909	1066	1058
AT1G06703	0	0	0	0	0	0
AT1G06707	0	0	0	0	0	0
AT1G06710	188	195	302	227	306	256
AT1G06713	0	0	0	0	0	0
AT1G06717	1	1	2	2	0	0
AT1G06720	819	817	666	429	646	469
AT1G06723	0	1	0	0	0	0
AT1G06727	0	0	0	0	0	0
AT1G06730	365	393	372	299	322	275
AT1G06733	0	0	0	0	0	0
AT1G06737	1	1	2	1	1	0
AT1G06740	99	102	146	83	109	74
AT1G06743	0	0	0	0	0	0
AT1G06747	0	0	0	0	0	0
AT1G06750	13	8	8	10	14	16
AT1G06753	0	1	3	5	2	1
AT1G06757	0	0	0	0	0	0
AT1G06760	2850	2496	1620	2104	2330	1945
AT1G06770	183	182	207	141	146	133
AT1G06773	0	0	0	0	0	0
AT1G06777	0	0	0	0	0	0
AT1G06780	232	273	289	243	253	255
AT1G06783	0	0	0	0	0	0
AT1G06787	2	2	6	1	0	1
AT1G06790	173	166	241	118	192	148
AT1G06797	0	0	0	0	0	0
AT1G06800	85	115	105	98	85	75
AT1G06810	0	2	0	0	0	0
AT1G06817	0	0	0	0	0	0
AT1G06820	1297	1461	1311	1752	1959	1831
AT1G06823	0	0	0	0	0	0
AT1G06827	0	0	0	0	0	0
AT1G06830	516	466	423	205	243	226
AT1G06837	0	0	0	0	0	0
AT1G06840	250	274	300	332	418	341
AT1G06850	71	53	61	54	58	61
AT1G06853	0	0	0	0	0	0
AT1G06857	0	0	0	0	0	0
AT1G06860	0	0	0	0	0	0
AT1G06863	0	0	0	0	0	0
AT1G06867	0	1	0	0	1	0
AT1G06870	269	285	359	284	315	285
AT1G06873	0	0	0	0	0	0
AT1G06877	0	0	0	0	0	0
AT1G06883	0	0	0	0	0	0
AT1G06890	525	480	519	459	461	444
AT1G06897	0	0	0	0	0	0
AT1G06900	942	1005	1032	977	1168	1137
AT1G06903	0	0	0	0	0	0
AT1G06907	0	0	0	0	0	0
AT1G06910	158	171	166	173	253	209
AT1G06913	0	0	0	0	0	0
AT1G06917	0	0	0	0	0	0
AT1G06920	0	0	0	0	0	0
AT1G06923	0	0	0	0	0	0
AT1G06925	0	0	0	0	0	0
AT1G06927	0	0	0	0	0	0
AT1G06930	0	0	0	0	0	0
AT1G06933	0	0	0	0	0	0
AT1G06937	0	0	1	0	0	0
AT1G06943	0	0	0	1	0	0
AT1G06947	0	0	0	0	0	1
AT1G06950	9090	9592	8707	5954	7300	5841
AT1G06953	0	1	0	0	0	1
AT1G06957	0	0	0	0	0	0
AT1G06960	304	352	290	305	355	273
AT1G06963	0	1	0	1	0	1
AT1G06967	0	0	0	0	0	0
AT1G06970	0	3	1	0	2	1
AT1G06973	0	0	0	0	0	0
AT1G06977	0	0	0	1	0	1
AT1G06980	80	90	84	77	90	68
AT1G06983	0	0	0	0	0	1
AT1G06987	0	0	0	0	0	0
AT1G06990	0	0	0	0	0	0
AT1G06993	2	1	0	11	11	11
AT1G06997	0	0	0	0	0	0
AT1G07000	80	127	115	200	229	241
AT1G07003	0	0	0	0	0	0
AT1G07007	0	0	0	0	0	0
AT1G07010	1140	1139	1312	3952	4636	3878
AT1G07013	0	0	0	0	0	0
AT1G07017	0	0	0	0	0	0
AT1G07020	260	288	194	227	236	231
AT1G07023	0	0	0	1	2	1
AT1G07025	0	0	0	0	0	0
AT1G07027	1	3	1	1	0	1
AT1G07030	287	275	348	209	303	270
AT1G07040	293	291	357	347	463	467
AT1G07050	208	178	162	71	112	188
AT1G07051	0	1	2	1	1	1
AT1G07060	1	1	1	1	4	0
AT1G07070	322	198	164	134	122	109
AT1G07080	565	562	677	585	664	601
AT1G07090	92	100	94	71	80	70
AT1G07100	0	0	0	0	0	0
AT1G07110	3243	3728	4685	4417	5258	4683
AT1G07117	0	0	0	0	0	0
AT1G07119	25	31	42	27	35	22
AT1G07120	8	18	14	4	25	9
AT1G07123	0	0	0	0	0	0
AT1G07127	0	0	0	0	0	0
AT1G07128	5	9	4	16	20	19
AT1G07130	25	17	19	25	31	20
AT1G07133	0	0	0	0	0	0
AT1G07135	6	13	8	20	34	21
AT1G07137	0	0	0	0	0	0
AT1G07140	3186	3396	3047	2659	3197	2864
AT1G07143	0	0	0	0	0	0
AT1G07147	0	0	0	0	0	0
AT1G07150	14	13	10	11	4	6
AT1G07157	0	0	0	0	0	0
AT1G07160	3	0	0	0	2	0
AT1G07163	0	0	0	0	0	0
AT1G07167	3	1	2	4	0	0
AT1G07170	196	154	218	141	165	116
AT1G07173	2	3	3	2	1	3
AT1G07175	0	0	0	0	0	0
AT1G07177	0	0	0	0	0	0
AT1G07180	1420	1468	1506	1697	1819	1186
AT1G07183	0	0	0	0	0	0
AT1G07187	0	1	2	0	1	3
AT1G07190	0	0	0	0	0	0
AT1G07193	0	0	0	0	0	0
AT1G07197	0	0	0	0	0	0
AT1G07200	356	361	415	424	518	367
AT1G07210	447	386	390	234	287	230
AT1G07220	164	155	156	183	200	209
AT1G07230	479	610	576	504	687	587
AT1G07233	0	0	0	0	0	0
AT1G07237	0	0	0	0	0	0
AT1G07240	158	217	223	172	182	168
AT1G07243	0	0	0	0	0	0
AT1G07247	0	0	0	0	0	0
AT1G07250	774	983	1064	966	1154	1210
AT1G07253	0	0	0	0	0	0
AT1G07257	0	0	0	0	0	0
AT1G07260	16	7	14	12	13	5
AT1G07263	0	0	0	0	0	0
AT1G07267	0	0	0	0	0	0
AT1G07270	60	64	76	57	41	44
AT1G07273	0	0	0	0	0	0
AT1G07277	0	0	0	0	0	0
AT1G07280	1489	1704	1949	1774	1913	1833
AT1G07283	0	0	0	0	0	0
AT1G07287	0	0	0	1	0	1
AT1G07290	25	38	47	67	67	99
AT1G07293	0	0	0	0	0	0
AT1G07297	0	0	0	0	0	0
AT1G07300	53	76	85	66	66	38
AT1G07303	0	0	0	0	0	0
AT1G07310	243	307	341	215	259	313
AT1G07313	6	12	10	3	6	14
AT1G07317	0	0	0	0	0	0
AT1G07320	11819	12030	11411	8295	10324	8362
AT1G07323	6	7	7	5	2	3
AT1G07327	0	0	0	0	0	0
AT1G07330	10	12	16	13	12	18
AT1G07333	0	0	0	0	0	0
AT1G07337	0	0	0	0	0	0
AT1G07340	0	1	0	0	0	0
AT1G07343	0	0	0	0	0	0
AT1G07347	0	0	0	0	0	0
AT1G07350	410	426	468	605	754	726
AT1G07353	0	0	0	0	0	0
AT1G07357	0	0	0	0	1	0
AT1G07360	1051	1231	1152	925	1137	1033
AT1G07367	5	2	4	43	39	24
AT1G07370	366	286	230	158	168	127
AT1G07373	0	0	0	4	1	0
AT1G07380	128	160	200	163	212	165
AT1G07383	0	1	0	0	0	0
AT1G07390	60	61	77	44	61	44
AT1G07393	0	0	0	0	0	0
AT1G07397	0	0	0	0	0	0
AT1G07400	7	6	2	2	1	1
AT1G07407	0	0	0	0	0	0
AT1G07410	17	18	15	25	24	15
AT1G07413	2	2	0	0	2	0
AT1G07417	0	2	2	0	0	1
AT1G07420	428	509	642	696	682	691
AT1G07423	0	0	0	0	0	0
AT1G07430	9	9	16	30	18	38
AT1G07433	0	0	0	0	0	0
AT1G07437	0	0	0	0	1	1
AT1G07440	764	730	1065	937	1143	1009
AT1G07447	0	0	0	0	0	0
AT1G07450	57	49	54	117	83	49
AT1G07453	0	0	0	0	0	0
AT1G07457	2	8	5	2	1	0
AT1G07460	0	0	0	0	0	0
AT1G07463	0	0	0	0	0	0
AT1G07467	0	0	0	0	0	0
AT1G07470	381	431	361	353	414	377
AT1G07473	0	0	0	0	0	0
AT1G07476	0	0	0	0	0	0
AT1G07477	3	6	9	2	6	1
AT1G07480	397	385	390	321	365	340
AT1G07483	0	0	0	0	0	0
AT1G07485	25	31	21	31	40	45
AT1G07487	0	0	0	0	2	0
AT1G07490	62	56	58	25	32	26
AT1G07493	0	0	0	0	0	0
AT1G07497	0	0	0	0	0	0
AT1G07500	0	1	0	0	1	1
AT1G07503	0	0	0	0	0	0
AT1G07507	0	0	0	0	0	0
AT1G07510	521	695	699	469	698	614
AT1G07513	0	1	0	1	1	0
AT1G07517	2	1	5	0	2	0
AT1G07520	90	95	122	148	162	179
AT1G07523	0	0	0	0	0	0
AT1G07527	0	0	0	0	0	0
AT1G07530	660	685	876	621	705	686
AT1G07533	0	0	0	0	0	0
AT1G07537	0	0	0	0	0	0
AT1G07540	0	1	0	1	0	1
AT1G07543	0	0	0	1	5	1
AT1G07547	3	1	3	6	6	2
AT1G07550	0	0	0	0	0	0
AT1G07553	1	1	0	0	0	0
AT1G07557	0	0	0	0	0	0
AT1G07560	0	0	0	0	0	0
AT1G07563	0	1	1	1	0	0
AT1G07567	0	0	1	1	2	2
AT1G07570	167	146	152	107	123	71
AT1G07573	0	0	0	0	0	0
AT1G07583	0	0	1	0	0	0
AT1G07587	1	2	0	0	1	0
AT1G07590	3031	3528	2919	4037	4258	3591
AT1G07593	1	0	0	0	0	0
AT1G07597	0	0	0	0	0	0
AT1G07600	4233	7069	5575	7717	8704	7662
AT1G07603	1	3	4	0	0	0
AT1G07607	9	0	12	5	3	3
AT1G07610	188	303	311	475	383	333
AT1G07613	0	0	0	0	0	0
AT1G07615	83	69	84	46	80	62
AT1G07617	0	0	0	0	0	0
AT1G07620	7	12	9	19	23	14
AT1G07623	0	0	0	0	0	0
AT1G07627	0	0	0	0	0	0
AT1G07630	458	498	595	386	533	409
AT1G07633	0	0	0	0	0	0
AT1G07637	0	0	2	0	0	0
AT1G07640	534	571	606	715	1002	934
AT1G07645	0	0	0	0	0	0
AT1G07647	0	0	0	0	0	0
AT1G07650	1091	1412	1746	897	1178	1201
AT1G07653	0	0	1	0	0	1
AT1G07657	0	0	0	0	0	0
AT1G07660	195	193	197	110	169	148
AT1G07663	0	0	0	0	0	0
AT1G07667	3	0	1	0	1	0
AT1G07670	872	985	1048	744	966	901
AT1G07673	0	0	0	0	0	0
AT1G07680	0	0	0	0	0	0
AT1G07683	0	0	0	0	1	1
AT1G07690	0	0	0	0	0	0
AT1G07693	0	1	1	0	0	0
AT1G07697	3	0	1	1	1	1
AT1G07700	1239	1364	1680	1594	1846	1619
AT1G07702	0	0	0	0	0	0
AT1G07703	1	0	0	2	0	0
AT1G07705	369	397	481	360	448	417
AT1G07707	0	0	0	0	0	0
AT1G07710	15	18	19	11	21	19
AT1G07717	0	0	0	0	0	0
AT1G07720	756	833	856	739	799	703
AT1G07723	0	0	0	0	0	0
AT1G07725	7	4	6	7	10	6
AT1G07727	0	0	0	0	0	0
AT1G07728	109	150	142	286	281	303
AT1G07730	0	0	0	0	0	0
AT1G07733	0	1	3	2	1	2
AT1G07737	22	24	43	25	28	15
AT1G07740	63	53	63	98	124	106
AT1G07743	46	46	56	37	47	47
AT1G07745	96	103	128	121	139	117
AT1G07747	0	0	0	0	0	0
AT1G07750	189	223	239	173	232	192
AT1G07753	5	5	7	0	3	2
